Status,Master Item Name,Tally Item Name,Master Row,Tally MASTERID,Tally GUID,Tally Parent,Tally Unit,Match Type,Difference
MISSING_FROM_TALLY,"ULV Fogger Machine with Timer (SS-304), Capacity 5 Litre Approx.",,1897,,,,,,
MISSING_FROM_TALLY,"Gel Vaccum Tube (Yellow, 13X75 Mm)",,1898,,,,,,
MISSING_FROM_TALLY,Sterile Disposable Single-Use Safety Glucometer Lancet-,,1899,,,,,,
MISSING_FROM_TALLY,"Spin Mop with Plastic Bucket Set, Blue",,1900,,,,,,
MISSING_FROM_TALLY,Vacuum Blood Collection Tube EDTA K2-3ml Double Cap,,1901,,,,,,
MISSING_FROM_TALLY,Mini Magnetic Stirrer (Model No. HV-MS-10),,1902,,,,,,
MISSING_FROM_TALLY,Silicon wafer intrinsic 4 Inch for Scientific Uses,,1903,,,,,,
MISSING_FROM_TALLY,"L10005 - LEYBONOL LVO 100,",,1904,,,,,,
MISSING_FROM_TALLY,Hb 201 Analyzer,,1905,,,,,,
MISSING_FROM_TALLY,Hb 201 Cuvettes,,1906,,,,,,
MISSING_FROM_TALLY,SMT02401251574670 - Circuit Board Assembly Module,,1907,,,,,,
MISSING_FROM_TALLY,SMT02401251574674 - Circuit Board Assembly Module,,1908,,,,,,
MISSING_FROM_TALLY,Software Service & Support,,1909,,,,,,
MISSING_FROM_TALLY,LR2X-500-02 - Lyophilization Reagent,,1910,,,,,,
MATCH_EXACT,786-2013 - Recombinant Protien AG,786-2013 - Recombinant Protien AG,1911,11084,78389433-1b86-42de-bf30-a357884c54ea-00002b4c,R&D Inventory,UI,EXACT,
MISSING_FROM_TALLY,"1 Ton 3 Star Convertible 5 in 1 Cooling Inverter Split AC (Copper, Multi Sensors, Dust Filters, Smart Ready, Blue Fins, Self Diagnosis, 2023Model, IC312YNU,White)",,1912,,,,,,
MISSING_FROM_TALLY,Annual Maintenance Contract - Laser Machine,,1913,,,,,,
MISSING_FROM_TALLY,S S Blade,,1914,,,,,,
MISSING_FROM_TALLY,Shoe Cover,,1915,,,,,,
MISSING_FROM_TALLY,004-MD-10118 - 7semi vikram 1101 11V 1A 1-Ch DC Motor Driver,,1916,,,,,,
MISSING_FROM_TALLY,Screw Driver Set with Bulb - 840,,1917,,,,,,
MISSING_FROM_TALLY,"TP-Link UE300C USB Type-C to RJ45 Gigabit Ethernet Network Adapter/RJ45 LAN Wired Adapter for Ultrabook, Chromebook, Laptop, Desktop, Plug & Play, USB 3.0, Foldable and Portable Design",,1918,,,,,,
MISSING_FROM_TALLY,Pneumatic connector Push In Fittings For Air Hose and Tube Connector BUC Valve (8MM),,1919,,,,,,
MISSING_FROM_TALLY,"Quick Connector Pneumatic Air Fittings 5pcs (6MM Pipe x 1/4"" Thread)",,1920,,,,,,
MISSING_FROM_TALLY,"1/4"" Inch Pneumatic Air Filter Regulator (FR Unit) With Pressure Gauge and Plastic Guard Air Compressor Unit",,1921,,,,,,
MISSING_FROM_TALLY,"teel Feeler Gauge Dual Marked Metric and Imperial Measuring Tool (32 Blades Feeler Gauge, 16 Blades Feeler Gauge), Dual Marked Gap Measuring Tool Kit for Repair, Bass Guitar, Spark Plug",,1922,,,,,,
MISSING_FROM_TALLY,"Transparent Goggle Style Face Shield | Anti-Fog, Scratch Resistant Clear Face, Cover Glasses, Crystal Clarity, Transparent, Breathable and Comfortable (Single)",,1923,,,,,,
MISSING_FROM_TALLY,"Vivo AiO V222, 4 core Intel Pentium Silver J5040, 21.5"" (54.61cm), All-in-One Desktop (8GB/256GB SSD/Win11/1Year McAfee Security/Wired Keyboard & Mouse Included/Black/4.8 kg), V222GAK-BA034W",,1924,,,,,,
MISSING_FROM_TALLY,4.0â€_x009d_x4.0â€_x009d_x0.060â€_x009d_ Soda Lime Glass with Low Reflective Chrome CD: 50.0um +/-0.50um,,1925,,,,,,
MISSING_FROM_TALLY,ThinkPad E16 40.64cms - 13th Gen Intel I3,,1926,,,,,,
MISSING_FROM_TALLY,Micropipette Variable basic model 100uL - 1000 uL,,1927,,,,,,
MISSING_FROM_TALLY,Micro Tips 1000UL,,1928,,,,,,
MISSING_FROM_TALLY,Pneumatic Tubing,,1929,,,,,,
MISSING_FROM_TALLY,Rubber Mounting 44x42x12,,1930,,,,,,
MISSING_FROM_TALLY,Rubber Mounting 44x42x12 Parts,,1931,,,,,,
MISSING_FROM_TALLY,Over Moulding on Rotary Shart,,1932,,,,,,
MISSING_FROM_TALLY,18 inch Mark-II Pedestal Fan,,1933,,,,,,
MISSING_FROM_TALLY,"Silicone Tube, 0.5mm ID x 1.5mm OD Flexible Silicone Rubber Tube Air Hose Water Pipe for Pump Transfer",,1934,,,,,,
MISSING_FROM_TALLY,"14s, 11th Gen Intel Core i3-1115G4, 8GB RAM/256GB SSD 14-inch(35.6 cm) Micro-Edge, Anti-Glare, FHD Laptop/Alexa Built-in/Win 11/Intel UHD Graphics/Dual Speakers/MSO 2021/1.41 Kg, 14s-dy2507TU",,1935,,,,,,
MISSING_FROM_TALLY,"2 Ton 3 Star, 5-In-1 Convertible Cooling, Inverter Split AC (Copper, I-Sense Technology, 2023 Model, AC 2T EI 24IINV3R32-WWA Split, White)",,1936,,,,,,
MISSING_FROM_TALLY,Air Handling Unit - 6100 CFM,,1937,,,,,,
MISSING_FROM_TALLY,15 TR Air Conditioning Equipment - for Air Handling Unit,,1938,,,,,,
MISSING_FROM_TALLY,"Air Handling Unit - Other items - Ducting, installation, civil work etc",,1939,,,,,,
MISSING_FROM_TALLY,Plain Sample Box,,1940,,,,,,
MISSING_FROM_TALLY,Dropper 25ul,,1941,,,,,,
MISSING_FROM_TALLY,"Ultra Clear Self-Adhesive Cold Lamination Roll 12"" x 60 FT, Scratch and Water Resistant, Decals, Stencils, Easy Peel and Stick(Clear Laminate Sticker Vinyl, Glossy) (12"" x 60FT)",,1942,,,,,,
MISSING_FROM_TALLY,PET Aluminium Foil Poly Laminated Heat Seal (Easy Tear) Pouch-12cmX18cm Packaging/Parcel bags/Momo's Pouch/Protiene Powder Pouch/Multipurpose Packaging/Grocery-,,1943,,,,,,
MISSING_FROM_TALLY,32 Hydraulic Oil For JCB LIFTALL 1202 Machines (1 Ltr W_Multicolor),,1944,,,,,,
MISSING_FROM_TALLY,PHR1353 - Estradiol,,1945,,,,,,
MISSING_FROM_TALLY,PHR-1142 - Progesterone,,1946,,,,,,
MISSING_FROM_TALLY,K2126 - Î²-Estradiol-6-one 6-(O-carboxymethyloxime),,1947,,,,,,
MISSING_FROM_TALLY,Liquid Nitrogen Container IX35,,1948,,,,,,
MISSING_FROM_TALLY,"FCFR001 - PS-COOH Â·(660,690)",,1949,,,,,,
MISSING_FROM_TALLY,"DDCR-E001 - DiagPolyâ„¢ Red Colored, Carboxyl Polystyrene Particles, 0.05 Î¼m",,1950,,,,,,
MISSING_FROM_TALLY,Reagent Bottle Wide Moutn (HDPE) 1000 mL,,1951,,,,,,
MISSING_FROM_TALLY,BP Blade Swan,,1952,,,,,,
MISSING_FROM_TALLY,Micro pipette tips 1000 uL,,1953,,,,,,
MISSING_FROM_TALLY,PES Syringe Filter Sterile 25mm dia 0.45 Micron,,1954,,,,,,
MISSING_FROM_TALLY,PES Syringe Filter Non Sterile 25mm dia 0.2 Micron,,1955,,,,,,
MISSING_FROM_TALLY,Corrugated Box,,1956,,,,,,
MISSING_FROM_TALLY,Lancing Device (Multicolor),,1957,,,,,,
MISSING_FROM_TALLY,"Lancet, (Multicolor)",,1958,,,,,,
MISSING_FROM_TALLY,"MSI GF63 Thin, Intel Core i5-11260H, 40CM FHD 144Hz Gaming Laptop (8GBx2 RAM/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 3050, GDDR6 4GB/Black/1.8Kg), 11UC-1474IN",,1959,,,,,,
MISSING_FROM_TALLY,AutoBlade 2- Pack of 3 Blades for Use with Cameo 4,,1960,,,,,,
MISSING_FROM_TALLY,rucial RAM 8GB DDR4 3200MHz CL22 (or 2933MHz or 2666MHz) Laptop Memory CT8G4SFRA32A,,1961,,,,,,
MISSING_FROM_TALLY,"Nozzles 3D Printer Extruder Nozzles Hardened Steel, Stainless Steel, Brass High Temperature Pointed Wear Resistant Nozzle 0.4mm Compatible with CR-10 Ender 3/ V2 Ender3 pro",,1962,,,,,,
MISSING_FROM_TALLY,51898 - 0.1-1.0mm Mixed 3D Printer Nozzle Cleaning Drill Bit Kit for MK7 MK8RepRap,,1963,,,,,,
MISSING_FROM_TALLY,323865 - eSun PETG 1.75mm 3D Printing Filament -Solid White,,1964,,,,,,
MISSING_FROM_TALLY,Supply of Prototype Parts - Vibration Plates,,1965,,,,,,
MISSING_FROM_TALLY,Testo101 - Anti-Testosterone(TESTO) McAb,,1966,,,,,,
MISSING_FROM_TALLY,Testo403 - Testosterone(TESTO)-BSA Antigen,,1967,,,,,,
MISSING_FROM_TALLY,Testo423 - Testosterone(TESTO)-BSA Antigen,,1968,,,,,,
MISSING_FROM_TALLY,E2401 - Estradiol (E2)-BSA Antigen,,1969,,,,,,
MISSING_FROM_TALLY,TB-HCG101 - Anti-Total Î²-HCG McAb,,1970,,,,,,
MISSING_FROM_TALLY,TB-HCG102 - Anti-Total Î²-HCG McAb,,1971,,,,,,
MISSING_FROM_TALLY,T3101 - Anti-T3 McAb,,1972,,,,,,
MISSING_FROM_TALLY,T3421 - T3-BSA Antigen,,1973,,,,,,
MISSING_FROM_TALLY,T4101 - Anti-T4 McAb,,1974,,,,,,
MISSING_FROM_TALLY,T4421 - T4-BSA Antigen,,1975,,,,,,
MISSING_FROM_TALLY,AT1012 : Unistik 3 Extra,,1976,,,,,,
MISSING_FROM_TALLY,AT1004 : Unistik 3 Normal,,1977,,,,,,
MISSING_FROM_TALLY,AT1052 : Unistik 3 Neonatal,,1978,,,,,,
MISSING_FROM_TALLY,BMGMAPM01 - Malaria antibody(Pan),,1979,,,,,,
MISSING_FROM_TALLY,BMGMAPM02 - Malaria antibody(Pan),,1980,,,,,,
MISSING_FROM_TALLY,D-073 - 5alpha Dihydrotestosterone (DHT) solution,,1981,,,,,,
MATCH_EXACT,900988 - 3-Aminophenylboronic acid,900988 - 3-Aminophenylboronic acid,1982,11110,78389433-1b86-42de-bf30-a357884c54ea-00002b66,R&D Inventory,MG,EXACT,
MISSING_FROM_TALLY,Beta Cartridge plate V4 + Modified retainer for USW (To Suit V4),,1983,,,,,,
MISSING_FROM_TALLY,Beta Cartridge plate V5 + Modified retainer for USW (To suit V6),,1984,,,,,,
MISSING_FROM_TALLY,Beta Cartridge plate + Modified retainer for USW,,1985,,,,,,
MISSING_FROM_TALLY,Strong & Heavy 35 Litres Water/Petrol/Diesel white dispenser Ca,,1986,,,,,,
MISSING_FROM_TALLY,26-in-1 Pcs Hex/Allen Key Set | Carbon Steel with Rust & Corrosion Resistant | Chrome Plating & Satin Finish | Multipurpose Tool Kit with 25Â° Ball-End Angle,,1987,,,,,,
MISSING_FROM_TALLY,"Wall Stickers Wood Wallpaper DIY PVC Shelf Liner, Furniture, Almirah, Table Top, Wardrobe, Kitchen Cupboard Decal, Mahogany Brown",,1988,,,,,,
MISSING_FROM_TALLY,Heavy duty 9pc Hex Allen key set Packet size Allen Key Set,,1989,,,,,,
MISSING_FROM_TALLY,Mens And Womens Cotton Full Sleeves Lab Coat Medical Coat Doctor Coat Doctor Apron For Students And Doctors(Pack Of 1).,,1990,,,,,,
MISSING_FROM_TALLY,Universal Stylus Pens High Sensitivity & Precision Capacitive Stylus For Andriod Phone/iPhone//Ipad Pro/Tablets and All Touch Screens Devices,,1991,,,,,,
MISSING_FROM_TALLY,40724-V08B - Influenza A H1N1 (A/Hawaii/70/2019) 30.00 Nucleoprotein / NP Protein (His Tag),,1992,,,,,,
MISSING_FROM_TALLY,40438-V08B -Nucleoprotein / NP Protein (His Tag),,1993,,,,,,
MISSING_FROM_TALLY,Rhinovirus,,1994,,,,,,
MISSING_FROM_TALLY,Adenovirus,,1995,,,,,,
MATCH_EXACT,395072 - Ethylamine Solution,395072 - Ethylamine Solution,1996,11013,78389433-1b86-42de-bf30-a357884c54ea-00002b05,R&D Inventory,UI,EXACT,
MISSING_FROM_TALLY,TruCal One HbA1c Liquid - 133209910043,,1997,,,,,,
MISSING_FROM_TALLY,"1486388 - Waveshare CM4 To Pi 4B Adapter for Raspberry Pi Alternative Solution for Raspberry Pi 4B, CM4 optional",,1998,,,,,,
MISSING_FROM_TALLY,2mm Black - 8x4,,1999,,,,,,
MISSING_FROM_TALLY,"Adhesive Toilet Paper Holder with Shelf Tissue Paper Roll Towel Holder Storage Rack - (Standard Size, Black)",,2000,,,,,,
MISSING_FROM_TALLY,"Cooling Rack, 39x28 cm (15x11"")",,2001,,,,,,
MISSING_FROM_TALLY,PP Bags 12x18 inches,,2002,,,,,,
MISSING_FROM_TALLY,PP Bags 4x5 inches,,2003,,,,,,
MISSING_FROM_TALLY,oval shape flexible self adhesive mirror Sticker for wall on tiles bathroom bedroom living room Basin Mirror Bathroom Wall Mirror Stickers unbreakable plastic wall mirror 20 * 30,,2004,,,,,,
MISSING_FROM_TALLY,"8 Pin Bathroom Cloth Hooks Hanger Wall Bedroom Bathroom Robe Hooks Rail for Hanging Keys,Clothes,Towel Steel Hook (Silver,3)",,2005,,,,,,
MISSING_FROM_TALLY,3mm Black - 8x4,,2006,,,,,,
MISSING_FROM_TALLY,GLIS Box with Lid 17x10 transparent,,2007,,,,,,
MISSING_FROM_TALLY,Y46 - Printed Circuit Board,,2008,,,,,,
MISSING_FROM_TALLY,SMT02403081637564 - Rigid Populated Printed Circuit Board,,2009,,,,,,
MISSING_FROM_TALLY,SMT02403081637565 - Rigid Populated Printed Circuit Board,,2010,,,,,,
MISSING_FROM_TALLY,SMT02403081637567 - Rigid Populated Printed Circuit Board,,2011,,,,,,
MISSING_FROM_TALLY,SMT02403111641118 - Rigid Populated Printed Circuit Board,,2012,,,,,,
MISSING_FROM_TALLY,SMT02403111641120 - Rigid Populated Printed Circuit Board,,2013,,,,,,
MISSING_FROM_TALLY,SMT02403111641497 - Rigid Populated Printed Circuit Board,,2014,,,,,,
MISSING_FROM_TALLY,SMT02403111641504 - Rigid Populated Printed Circuit Board,,2015,,,,,,
MISSING_FROM_TALLY,10 kVA - SP 170-270/220V,,2016,,,,,,
MISSING_FROM_TALLY,XPEBRD-L1-0000-00801CT-ND,,2017,,,,,,
MISSING_FROM_TALLY,160-1935-ND,,2018,,,,,,
MISSING_FROM_TALLY,TCUT1630X01CT-ND,,2019,,,,,,
MISSING_FROM_TALLY,95-N204-S01-BL-UD-ND,,2020,,,,,,
MISSING_FROM_TALLY,31-AP64501SP-13CT-ND,,2021,,,,,,
MISSING_FROM_TALLY,732-3924-1-ND,,2022,,,,,,
MISSING_FROM_TALLY,490-GCM1555C1H150FA16JCT-ND,,2023,,,,,,
MISSING_FROM_TALLY,1292-1485-1-ND,,2024,,,,,,
MISSING_FROM_TALLY,1292-WR06X103JTLCT-ND,,2025,,,,,,
MISSING_FROM_TALLY,13-RC0402JR-7W10KLCT-ND,,2026,,,,,,
MISSING_FROM_TALLY,283-SDCHA1V6045-3R3-RCT-ND,,2027,,,,,,
MISSING_FROM_TALLY,3123000217 - Research plus G basic 0.1-2.5Î¼L d-gray,,2028,,,,,,
MISSING_FROM_TALLY,0082000143 - Calibration ISO 17025 incl. PM,,2029,,,,,,
MISSING_FROM_TALLY,12x12x12mm m5 Nut,,2030,,,,,,
MISSING_FROM_TALLY,72199013 - SS 304 Cross over bench with 4 compartments Incl. nylon bush Front side -2 ; Back side - 2 compartments Size : 1425*310*648mm,,2031,,,,,,
MISSING_FROM_TALLY,72199013 - SS 304 Cross over bench (RH Room) Incl. nylon bush Size : 990*310*648mm,,2032,,,,,,
MISSING_FROM_TALLY,7206 - MS Industrial cupboard Incl. Powder coating and nylon bush Size : 2500*850*330mm,,2033,,,,,,
MISSING_FROM_TALLY,7206 - MS Industrial cupboard Incl. powder coating and nylon bush Size : 1050*1850*330mm,,2034,,,,,,
MISSING_FROM_TALLY,X-Y-Z & Theta Stage,,2035,,,,,,
MISSING_FROM_TALLY,Z LOCK BLOCK (DOM),,2036,,,,,,
MISSING_FROM_TALLY,"500 RE Corded-Electric Drill Tool Set, 10 mm (Blue), 500 Watt, (100 Pc Accessory Set) Visit the Bosch Store",,2037,,,,,,
MISSING_FROM_TALLY,"70-964E 12-piece Chrome Vanadium Steel Combination Spanner Set with Maxi-Drive System, Anti-Slip & Anti-Corrosion properties, GREY",,2038,,,,,,
MISSING_FROM_TALLY,"3P Black Vinyl Powder-Free Blended Medical Examination Disposable Gloves, Food Gloves Grade",,2039,,,,,,
MISSING_FROM_TALLY,"Stainless Steel Luer Lock Dispensing Needle Tip, 12 Gauge, 2.05mm ID x 2.8 T6F6",,2040,,,,,,
MISSING_FROM_TALLY,"Norland Optical Adhesive NOA 68, 1 oz. Application Bottle (#36-427)",,2041,,,,,,
MISSING_FROM_TALLY,SOFTEC Combo Antigen Test Kit - ( Sars Cov 2 + Inf A/B + RSV),,2042,,,,,,
MISSING_FROM_TALLY,abx150341 - Estradiol (E2) ELISA Kit,,2043,,,,,,
MATCH_EXACT,A-LNXTK-5 - AnteoBind NXT evaluation kit - 5 Ml,A-LNXTK-5 - AnteoBind NXT evaluation kit - 5 Ml,2044,11118,78389433-1b86-42de-bf30-a357884c54ea-00002b6e,R&D Inventory,Test,EXACT,
MISSING_FROM_TALLY,C2632 - Caps,,2045,,,,,,
MISSING_FROM_TALLY,21G*2.2mm - Disposable Safety Lancets,,2046,,,,,,
MISSING_FROM_TALLY,23G*2.2mm - Disposable Safety Lancets,,2047,,,,,,
MISSING_FROM_TALLY,26G*1.8mm - Disposable Safety Lancets,,2048,,,,,,
MISSING_FROM_TALLY,28G*1.8mm - Disposable Safety Lancets,,2049,,,,,,
MISSING_FROM_TALLY,30G*1.5mm - Disposable Safety Lancets,,2050,,,,,,
MISSING_FROM_TALLY,"Ply Kitchen Tissue/Towel Paper Roll, soft and highly absorbent - 2 Rolls (60 Pulls Per Roll, 120 Sheets)",,2051,,,,,,
MISSING_FROM_TALLY,Finnipette FV Fixed Vol 5000 Ul,,2052,,,,,,
MISSING_FROM_TALLY,Combination Spanner Set 12 pcs Long Combination Spanner Set. Wrench Set/Spanner Set Tools kit/Set of 12 Piece/Tools kit for Home use. - Professional Spanners,,2053,,,,,,
MISSING_FROM_TALLY,LCD Display Digital Multi-meter Digital Multimeter (Yellow Color),,2054,,,,,,
MISSING_FROM_TALLY,Microgenic Blood Agar Plate,,2055,,,,,,
MISSING_FROM_TALLY,SG2605 - Syringe Disposable with needle 20mL,,2056,,,,,,
MISSING_FROM_TALLY,"Sterillium, 500ml",,2057,,,,,,
MISSING_FROM_TALLY,CYSC Recombinant,,2058,,,,,,
MISSING_FROM_TALLY,CYSC Monoclonal antibody 3G3,,2059,,,,,,
MISSING_FROM_TALLY,CYSC Monoclonal antibody 2D11,,2060,,,,,,
MISSING_FROM_TALLY,CYSC Monoclonal antibody 1E2,,2061,,,,,,
MISSING_FROM_TALLY,CYSC Monoclonal antibody 4E3,,2062,,,,,,
MISSING_FROM_TALLY,TSH Monoclonal antibody 1H8,,2063,,,,,,
MISSING_FROM_TALLY,TSH Monoclonal antibody 9D10,,2064,,,,,,
MISSING_FROM_TALLY,TSH Monoclonal antibody 10E3,,2065,,,,,,
MISSING_FROM_TALLY,PCT Monoclonal antibody 7B7,,2066,,,,,,
MISSING_FROM_TALLY,PCT Monoclonal antibody 11A9,,2067,,,,,,
MISSING_FROM_TALLY,PCT Monoclonal antibody 12D12,,2068,,,,,,
MISSING_FROM_TALLY,Goat anti-mouse IgG Polyclonal antibody A8003,,2069,,,,,,
MISSING_FROM_TALLY,HBA1C FIA uncut sheet,,2070,,,,,,
MISSING_FROM_TALLY,Diluent,,2071,,,,,,
MISSING_FROM_TALLY,P 20 Core and Cavity - Mould,,2072,,,,,,
MATCH_EXACT,9795R - Diagnostic Sensor (spacer / lid),9795R - Diagnostic Sensor (spacer / lid),2073,11117,78389433-1b86-42de-bf30-a357884c54ea-00002b6d,MFG & Common Inventory,MTRs,EXACT,
MISSING_FROM_TALLY,BBC25D013 - NBY VIBRATION ISOLATION (88g) NABEYA,,2074,,,,,,
MISSING_FROM_TALLY,C-30-RK-16-EP-UL-BLACK - Flame-Retardant Rubber Foot (With Stainless Steel Washer) C-30-RK (C-30-RK-16-EP-UL-BLACK),,2075,,,,,,
MISSING_FROM_TALLY,HCBV5 - Panel Brackets - Steel/ Stainless Steel,,2076,,,,,,
MISSING_FROM_TALLY,HCBA5 - Panel Brackets - Aluminum Type,,2077,,,,,,
MISSING_FROM_TALLY,LBIS6-20-5 - Blind Brackets Zinc Alloy,,2078,,,,,,
MISSING_FROM_TALLY,FIAI-CAM-A-001 - Single retainer,,2079,,,,,,
MISSING_FROM_TALLY,FIAI-CAM-B-001 - PHX-S-MOUNT- LENGTHEND,,2080,,,,,,
MISSING_FROM_TALLY,FIAI-DA-A-001 - Actuator A mounting block,,2081,,,,,,
MISSING_FROM_TALLY,FIAI-FRM-A-001 - Base Plate,,2082,,,,,,
MISSING_FROM_TALLY,FIAI-FRM-B-001 - Side Plate,,2083,,,,,,
MISSING_FROM_TALLY,FIAI-FRM-C-001 - Pi Plate,,2084,,,,,,
MISSING_FROM_TALLY,FIAI-FRM-D-001 - Optical block A plate,,2085,,,,,,
MISSING_FROM_TALLY,FIAI-FRM-E-001 - Fan Plate,,2086,,,,,,
MISSING_FROM_TALLY,FIAI-FRM-F-001 - Screen mounting A plate,,2087,,,,,,
MISSING_FROM_TALLY,FIAI-OH-A-001 - Optical block,,2088,,,,,,
MISSING_FROM_TALLY,FIAI-OH-B-001 - Optical tube,,2089,,,,,,
MISSING_FROM_TALLY,FIAI-OH-C-001 - Filter retainer,,2090,,,,,,
MISSING_FROM_TALLY,FIAI-OH-D-001 - FIlter retainer ring,,2091,,,,,,
MISSING_FROM_TALLY,FIAI-OH-E-001 - LED mount with A heat sink,,2092,,,,,,
MISSING_FROM_TALLY,FIAI-OH-F-001 - Lens Retainer,,2093,,,,,,
MISSING_FROM_TALLY,FIAI-VIB-D-001 - Vibrator top plate,,2094,,,,,,
MISSING_FROM_TALLY,FIAI-VIB-E-001 - Vibrator bottom A plate,,2095,,,,,,
MISSING_FROM_TALLY,"MSI PRO MP241X 24-Inch Full HD Computer Monitor - Professional LED Monitor with 75Hz Refresh Rate, Anti-Glare & Anti-Flicker Technology PC Monitor for Desktop (Black)",,2096,,,,,,
MISSING_FROM_TALLY,"1.5 Ton 3 Star Inverter Split AC (5 in 1 Convertible, Copper, Anti-Viral + PM 2.5 Filter, 2023 Model, White with Chrome Deco Strip, GLS18I3FWAGC)",,2097,,,,,,
MISSING_FROM_TALLY,Ultima Alkaline AA Battery| Pack of 10 | 1.5 Volt | 400% Long Lasting |Highly Durable & Leak Proof | Alkaline AA Battery for Household and Office Devices,,2098,,,,,,
MISSING_FROM_TALLY,GenePath Dx RespiRFC quantitative RUO reagents,,2099,,,,,,
MISSING_FROM_TALLY,"20A00L068 - Polypropylene Microcentrifuge Tubes, 1.5mL, Natural",,2100,,,,,,
MISSING_FROM_TALLY,"Paper Multi Purpose Self Adhesive Printer Labels (Lable Size 38 x 21 mm, 65 Lable in A4, white",,2101,,,,,,
MISSING_FROM_TALLY,LT Metering Cubicle,,2102,,,,,,
MISSING_FROM_TALLY,Compression Spring Material - Grade DH/ Grade III,,2103,,,,,,
MATCH_EXACT,BRJPCTS105 - Monoclonal antibody,BRJPCTS105 - Monoclonal antibody,2104,11201,78389433-1b86-42de-bf30-a357884c54ea-00002bc1,R&D Inventory,UG,EXACT,
MATCH_EXACT,BRCHBAS101 - Monoclonal antibody,BRCHBAS101 - Monoclonal antibody,2105,11183,78389433-1b86-42de-bf30-a357884c54ea-00002baf,R&D Inventory,UG,EXACT,
MATCH_EXACT,BRJHBAS101 - Monoclonal antibody,BRJHBAS101 - Monoclonal antibody,2106,11195,78389433-1b86-42de-bf30-a357884c54ea-00002bbb,R&D Inventory,UG,EXACT,
MATCH_EXACT,BEJTSHS102 - Monoclonal antibody,BEJTSHS102 - Monoclonal antibody,2107,11169,78389433-1b86-42de-bf30-a357884c54ea-00002ba1,R&D Inventory,UG,EXACT,
MATCH_EXACT,BENTSHS101 - Monoclonal antibody,BENTSHS101 - Monoclonal antibody,2108,11170,78389433-1b86-42de-bf30-a357884c54ea-00002ba2,R&D Inventory,UG,EXACT,
MISSING_FROM_TALLY,HIER-R-001 - Heterophilic Immunoglobulin Elimination Reagent(I),,2109,,,,,,
MISSING_FROM_TALLY,GRCGAMS002 - Polyclonal Antibody,,2110,,,,,,
MISSING_FROM_TALLY,"ThinkBook 16 G6 Ryzen 5 16"" WUXGA IPS Antiglare 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/FPR/Arctic Grey/1 Year Onsite/1.7 kg), 21KKA07RIN",,2111,,,,,,
MISSING_FROM_TALLY,Spirit Level Bullseye Micro Button Level Diameter 12mm,,2112,,,,,,
MISSING_FROM_TALLY,"C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Premium Metallic Finish, Angled Buds for Comfort fit (Black)",,2113,,,,,,
MISSING_FROM_TALLY,NP60-Touch -NP60 UV/Vis spectrophotometer for NanoVolume applications; colored touch screen;,,2114,,,,,,
MISSING_FROM_TALLY,FIAI-TR-A-001,,2115,,,,,,
MISSING_FROM_TALLY,FIAI-TR-B-001,,2116,,,,,,
MISSING_FROM_TALLY,FIAI-TR-D-001,,2117,,,,,,
MISSING_FROM_TALLY,FIAI-TR-F-001,,2118,,,,,,
MISSING_FROM_TALLY,FIAI-VIB-A-001,,2119,,,,,,
MISSING_FROM_TALLY,FIAI-VM-A-001,,2120,,,,,,
MISSING_FROM_TALLY,710BP80/11mm - Optical Filter,,2121,,,,,,
MISSING_FROM_TALLY,UVD20 - LUMINA UV Transilluminator TWIN,,2122,,,,,,
MISSING_FROM_TALLY,L Shaped Spreader,,2123,,,,,,
MISSING_FROM_TALLY,"TLCT-50mL-S-50mL Propopylene (PP) Centriffuge Tybes, Conical Bottom with Screw Cap",,2124,,,,,,
MISSING_FROM_TALLY,Wall Fan,,2125,,,,,,
MISSING_FROM_TALLY,130217 - GY-53 VL53LOX Laser ToF Flight Time Ranging Sensor Module,,2126,,,,,,
MISSING_FROM_TALLY,1012206 - Adafruit TSL2591 High Dynamic Range Digital Light Sesor - STEMMA QT,,2127,,,,,,
MISSING_FROM_TALLY,1794141 - Unsoldered GY-2561 TSL2561 Luminosity Sensor Light Intensity Module,,2128,,,,,,
MISSING_FROM_TALLY,Neddle 13Gx1.5,,2129,,,,,,
MATCH_EXACT,39148 - Mannitol,39148 - Mannitol,2130,11012,78389433-1b86-42de-bf30-a357884c54ea-00002b04,R&D Inventory,MG,EXACT,
MISSING_FROM_TALLY,Frame for Analyser,,2131,,,,,,
MATCH_EXACT,Aluminium Tear open Foil Pouches (White) - Size - 120mm x 85mm,Aluminium Tear open Foil Pouches (White) - Size - 120mm x 85mm,2132,11147,78389433-1b86-42de-bf30-a357884c54ea-00002b8b,R&D Inventory,Pcs,EXACT,
MISSING_FROM_TALLY,SFM Fabric Sheet,,2133,,,,,,
MISSING_FROM_TALLY,"VivoBook 15 (2021) Thin and Light Laptop, Dual Core Intel Celeron N4020, 15.6-inch (39.62 cm) HD, (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W",,2134,,,,,,
MISSING_FROM_TALLY,Stability chamber 270 L - Model: OE/SC/270 L-PID,,2135,,,,,,
